,Id,Alley,Fence,SalePrice,LotArea,OverallQual,YearRemodAdd,YearBuilt,MasVnrArea,TotalBsmtSF,GrLivArea,FullBath,GarageCars,Fireplaces,WoodDeckSF,OpenPorchSF,SaleCondition,KitchenQual,Heating,GarageType
483,484,,,164000,4500,6,1998,1998,116.0,1216,1216,2,2,0,0,125,Normal,TA,GasA,Attchd
484,485,,,132500,7758,5,2001,1962,0.0,999,999,1,1,0,0,132,Normal,Gd,GasA,Detchd
485,486,,,147000,9600,5,2007,1950,0.0,1113,1113,1,1,1,0,80,Normal,Gd,GasA,Attchd
486,487,,,156000,10289,5,1965,1965,168.0,1073,1073,1,2,0,0,0,Normal,TA,GasA,Attchd
487,488,,,175000,12243,5,1971,1971,0.0,1484,1484,2,2,1,224,0,Normal,TA,GasA,Attchd
488,489,,,160000,10800,5,1970,1900,0.0,954,2414,2,2,1,142,0,Normal,TA,GasA,Attchd
489,490,,,86000,1526,4,2002,1970,0.0,630,630,1,1,0,0,0,Normal,Gd,GasA,Attchd
490,491,,,115000,2665,5,1976,1976,0.0,264,1304,1,1,1,141,24,Normal,TA,GasA,BuiltIn
491,492,,MnPrv,133000,9490,6,1950,1941,0.0,806,1578,1,1,2,0,0,Normal,Fa,GasA,Attchd
492,493,,,172785,15578,6,2006,2006,0.0,728,1456,2,2,0,0,0,Partial,TA,GasA,Attchd
493,494,,,155000,7931,5,1960,1960,0.0,1269,1269,1,1,1,0,0,Normal,TA,GasA,Detchd
494,495,,,91300,5784,5,1996,1938,0.0,190,886,1,1,0,144,20,Normal,TA,GasA,Attchd
495,496,,GdWo,34900,7879,4,1950,1920,0.0,720,720,1,0,0,0,523,Abnorml,TA,GasA,
496,497,,,430000,12692,8,1993,1992,0.0,3200,3228,3,2,1,264,75,Normal,Gd,GasA,Attchd
497,498,Pave,GdPrv,184000,9120,7,1950,1925,0.0,1026,1820,2,1,0,0,100,Normal,TA,GasA,Detchd
498,499,,MnPrv,130000,7800,5,2004,1967,89.0,864,899,1,1,0,64,0,Normal,Gd,GasA,Attchd
499,500,,MnWw,120000,7535,5,1985,1958,0.0,912,912,1,1,0,12,285,Normal,TA,GasA,Attchd
500,501,,,113000,1890,6,1973,1973,285.0,672,1218,1,1,0,144,28,Normal,TA,GasA,Detchd
501,502,,,226700,9803,7,2005,2005,0.0,866,1768,2,2,0,0,108,Normal,Gd,GasA,Attchd
502,503,,GdPrv,140000,9170,5,1965,1965,0.0,1214,1214,1,2,0,0,0,Normal,TA,GasA,Detchd
503,504,,GdWo,289000,15602,7,1997,1959,0.0,1501,1801,2,2,2,0,54,Normal,TA,GasA,Attchd
504,505,,,147000,2308,6,1974,1974,0.0,855,1322,2,2,1,260,0,Normal,TA,GasA,Attchd
505,506,Grvl,,124500,7596,5,1952,1952,360.0,960,1960,2,2,0,0,0,Normal,TA,GasA,Detchd
506,507,,,215000,9554,8,1994,1993,125.0,777,1911,2,2,1,182,81,Normal,Gd,GasA,Attchd
507,508,,,208300,7862,6,2009,2009,0.0,1218,1218,2,2,0,0,102,Partial,Gd,GasA,Attchd
508,509,,,161000,9600,7,2005,1928,0.0,689,1378,2,2,1,0,0,Normal,Gd,GasA,Detchd
509,510,,MnPrv,124500,9600,5,1959,1959,132.0,1041,1041,1,1,0,224,88,Normal,TA,GasA,Attchd
510,511,,,164900,14559,5,2000,1951,70.0,1008,1363,1,1,2,324,42,Normal,TA,GasA,CarPort
511,512,,,202665,6792,7,2006,2005,94.0,1368,1368,2,2,1,132,35,Partial,Gd,GasA,Attchd
512,513,,,129900,9100,5,1958,1958,0.0,864,864,1,2,0,0,0,Normal,TA,GasA,Detchd
513,514,,,134000,9187,6,1983,1983,0.0,1084,1080,1,2,0,120,0,Normal,TA,GasA,Attchd
514,515,,MnPrv,96500,10594,5,1950,1926,0.0,768,789,1,1,0,0,0,Normal,TA,Grav,Detchd
515,516,,,402861,12220,10,2009,2009,305.0,2006,2020,2,3,1,156,54,Partial,Ex,GasA,Attchd
516,517,,GdPrv,158000,10448,6,1972,1972,333.0,689,2119,2,2,1,0,104,Abnorml,TA,GasA,Attchd
517,518,,,265000,10208,7,1997,1996,921.0,1264,2344,2,3,1,220,0,Normal,Gd,GasA,Attchd
518,519,,MnPrv,211000,9531,6,1998,1998,0.0,794,1796,2,2,0,0,36,Normal,TA,GasA,Attchd
519,520,,MnPrv,234000,10918,7,2004,1926,0.0,1276,2080,1,1,2,0,0,Normal,Gd,GasA,Detchd
520,521,Grvl,,106250,10800,4,2000,1900,0.0,0,1294,2,0,0,220,114,Normal,TA,GasA,
521,522,,,150000,11988,6,1957,1957,0.0,1244,1244,1,1,2,0,40,Normal,TA,GasA,Attchd
522,523,,,159000,5000,6,1950,1947,0.0,1004,1664,2,2,2,0,24,Normal,TA,GasA,Detchd
523,524,,,184750,40094,10,2008,2007,762.0,3138,4676,3,3,1,208,406,Partial,Ex,GasA,BuiltIn
524,525,,,315750,11787,7,1997,1996,594.0,1379,2398,2,3,1,239,60,Normal,Gd,GasA,Attchd
525,526,Pave,,176000,7500,7,2005,2005,0.0,1257,1266,2,2,1,38,144,Normal,Gd,GasA,Attchd
526,527,,,132000,13300,5,2000,1956,0.0,928,928,1,1,0,261,0,Normal,TA,GasA,Attchd
527,528,,,446261,14948,9,2008,2008,268.0,1452,2713,2,3,1,126,66,Partial,Ex,GasA,Attchd
528,529,,,86000,9098,4,2002,1920,0.0,528,605,1,0,0,0,0,Normal,TA,GasA,
529,530,,,200624,32668,6,1975,1957,,2035,2515,3,2,2,0,0,Alloca,TA,GasA,Attchd
530,531,,,175000,10200,6,1989,1988,219.0,1461,1509,2,2,1,224,0,Abnorml,Gd,GasA,Attchd
531,532,,,128000,6155,6,1999,1920,0.0,611,1362,2,2,0,0,0,Normal,TA,GasA,Detchd
532,533,,,107500,7200,5,2007,1955,0.0,0,827,1,1,1,0,0,Normal,TA,GasA,Detchd
533,534,,,39300,5000,1,1950,1946,0.0,0,334,1,0,0,0,0,Normal,Fa,GasA,
534,535,,,178000,9056,8,2004,2004,0.0,707,1414,2,2,1,100,35,Normal,Gd,GasA,Attchd
535,536,,,107500,7000,5,1991,1910,0.0,1117,1347,1,0,0,85,0,Normal,TA,GasA,
536,537,,,188000,8924,7,1999,1998,0.0,880,1724,2,2,0,120,155,Normal,Gd,GasA,Attchd
537,538,,MnWw,111250,12735,4,1972,1972,0.0,864,864,1,2,0,216,0,Normal,TA,GasA,Detchd
538,539,,,158000,11553,5,1968,1968,188.0,1051,1159,1,1,1,466,0,Normal,TA,GasA,Attchd
539,540,,MnPrv,272000,11423,8,2002,2001,479.0,1581,1601,2,2,1,180,0,Normal,Gd,GasA,Attchd
540,541,,,315000,14601,9,2006,2006,584.0,1838,1838,2,3,1,270,68,Normal,Ex,GasA,Attchd
541,542,,,248000,11000,8,2000,2000,72.0,969,2285,2,3,1,0,56,Normal,Gd,GasA,BuiltIn
542,543,,,213250,10140,7,1999,1998,0.0,1650,1680,2,2,1,78,73,Normal,Gd,GasA,Attchd
543,544,,,133000,4058,7,1998,1998,182.0,723,767,1,1,0,120,40,Normal,TA,GasA,Attchd
544,545,,,179665,17104,7,2006,2006,0.0,654,1496,2,2,1,100,24,Partial,Gd,GasA,Attchd
545,546,,,229000,13837,7,1988,1988,178.0,1204,2183,2,3,0,0,0,Normal,Gd,GasA,Attchd
546,547,,,210000,8737,6,1950,1923,0.0,1065,1635,1,2,1,0,38,Normal,TA,GasA,Detchd
547,548,,,129500,7244,5,1970,1970,0.0,768,768,1,2,0,104,0,Normal,TA,GasA,Detchd
548,549,,MnPrv,125000,8235,5,1995,1955,0.0,825,825,1,2,0,140,50,Normal,TA,GasA,Detchd
549,550,,,263000,9375,7,2004,2003,0.0,912,2094,2,2,1,182,182,Normal,Gd,GasA,BuiltIn
550,551,,,140000,4043,6,1977,1977,0.0,1069,1069,2,2,0,0,55,Abnorml,TA,GasA,Attchd
551,552,,,112500,6000,5,1957,1957,0.0,928,928,1,1,0,0,0,Normal,TA,GasA,Attchd
552,553,,,255500,11146,8,2006,2006,250.0,1709,1717,2,3,1,169,39,Normal,Gd,GasA,Attchd
553,554,,MnPrv,108000,8777,4,2003,1949,0.0,0,1126,2,2,0,0,96,Normal,Gd,GasA,Detchd
554,555,,,284000,10625,7,2004,2003,292.0,998,2046,2,3,1,320,62,Normal,Gd,GasA,BuiltIn
555,556,,,113000,6380,5,1950,1922,0.0,993,1048,1,1,1,0,0,Normal,TA,GasA,Detchd
556,557,,MnWw,141000,14850,5,1957,1957,0.0,1092,1092,1,1,1,268,0,Normal,TA,GasA,Attchd
557,558,,,108000,11040,4,1950,1920,0.0,637,1336,1,1,0,0,47,Normal,TA,GasA,CarPort
558,559,,,175000,21872,7,1997,1996,0.0,729,1446,2,2,1,264,22,Normal,TA,GasA,Attchd
559,560,,,234000,3196,7,2004,2003,18.0,1374,1557,2,2,1,143,20,Normal,Gd,GasA,Attchd
560,561,,,121500,11341,5,1996,1957,180.0,1392,1392,1,2,1,0,0,Normal,TA,GasA,Detchd
561,562,,,170000,10010,5,1975,1974,0.0,1389,1389,1,2,1,240,38,Normal,TA,GasA,Attchd
562,563,,,108000,13907,5,1969,1940,0.0,996,996,1,0,1,144,0,Normal,TA,GasA,
563,564,,,185000,21780,6,1950,1918,0.0,1163,1674,2,2,1,72,36,Normal,TA,GasA,Detchd
564,565,,,268000,13346,7,2000,1992,0.0,1095,2295,2,2,1,0,40,Normal,Gd,GasA,Attchd
565,566,,,128000,6858,6,1950,1915,0.0,806,1647,1,1,0,0,66,Normal,Fa,GasA,Detchd
566,567,,,325000,11198,9,2007,2005,245.0,1122,2504,2,3,1,144,39,Normal,Ex,GasA,BuiltIn
567,568,,,214000,10171,7,2004,2004,168.0,1517,1535,2,2,0,0,0,Normal,Gd,GasA,Attchd
568,569,,,316600,12327,8,2009,1983,0.0,1496,2132,1,2,1,349,40,Normal,Gd,GasA,BuiltIn
569,570,,,135960,7032,5,1979,1979,0.0,943,943,1,2,2,42,0,Normal,TA,GasA,Detchd
570,571,,,142600,13101,5,1965,1965,108.0,1728,1728,2,2,0,0,0,Normal,TA,GasA,Detchd
571,572,,,120000,7332,6,1959,1959,207.0,864,864,1,1,0,168,0,Abnorml,Gd,GasA,Attchd
572,573,,,224500,13159,7,2009,2009,0.0,846,1692,2,2,0,208,114,Partial,Gd,GasA,Attchd
573,574,,,170000,9967,7,2000,2000,0.0,384,1430,2,2,1,100,0,Normal,TA,GasA,BuiltIn
574,575,,GdWo,139000,10500,5,2005,1971,82.0,372,1109,1,1,0,35,0,Normal,TA,GasA,BuiltIn
575,576,,,118500,8480,5,1950,1947,0.0,832,1216,1,1,0,158,0,Abnorml,TA,GasA,Detchd
576,577,,,145000,6292,7,1950,1928,0.0,861,1477,2,1,1,0,50,Normal,TA,GasA,Detchd
577,578,,,164500,11777,5,1966,1966,97.0,1164,1320,1,2,2,160,68,Abnorml,TA,GasA,Attchd
578,579,Pave,,146000,3604,7,2007,2007,0.0,689,1392,2,2,0,0,102,Abnorml,Gd,GasA,Detchd
579,580,Grvl,,131500,12150,5,1954,1954,335.0,1050,1795,2,1,0,0,0,Normal,TA,GasA,Attchd
580,581,,,181900,14585,6,1987,1960,85.0,1144,1429,1,2,2,216,110,Normal,Gd,GasA,Attchd
581,582,,,253293,12704,8,2009,2008,306.0,2042,2042,2,3,1,0,90,Partial,Ex,GasA,Attchd
582,583,,,118500,11841,6,1990,1990,104.0,816,816,1,0,0,0,32,Normal,TA,GasA,
583,584,,,325000,13500,10,2000,1893,0.0,1237,2775,3,2,1,105,502,Normal,Gd,GasA,Detchd
584,585,,,133000,6120,4,1995,1935,0.0,884,1573,1,1,0,0,0,Normal,Gd,GasA,Detchd
585,586,,,369900,11443,8,2006,2005,208.0,1868,2028,2,3,2,326,66,Partial,Gd,GasA,Attchd
586,587,,MnWw,130000,10267,6,2000,1918,0.0,816,838,1,1,0,0,0,Normal,Fa,GasA,Detchd
587,588,,,137000,8740,5,1982,1982,0.0,840,860,1,2,0,0,0,Normal,TA,GasA,Detchd
588,589,,,143000,25095,5,2003,1968,0.0,1437,1473,1,1,2,0,48,Partial,Ex,GasA,Attchd
589,590,,,79500,9100,5,1960,1930,0.0,742,935,1,1,0,0,0,Normal,TA,GasA,Detchd
590,591,,,185900,8320,7,2004,2004,0.0,770,1582,2,2,0,0,45,Normal,Gd,GasA,Attchd
591,592,,,451950,13478,10,2008,2008,420.0,1722,2296,2,3,1,382,274,Normal,Ex,GasA,BuiltIn
592,593,,,138000,6600,5,2003,1982,0.0,816,816,1,2,0,0,0,Normal,TA,GasA,Detchd
593,594,,,140000,4435,6,2003,2003,170.0,848,848,1,2,0,140,0,Normal,Gd,GasA,Attchd
594,595,,MnPrv,110000,7990,5,1975,1975,0.0,924,924,1,1,0,0,0,Normal,TA,GasA,Detchd
595,596,,,319000,11302,8,2006,2005,238.0,1814,1826,2,3,1,180,75,Partial,Gd,GasA,Attchd
596,597,Grvl,,114504,3600,6,1993,1910,0.0,684,1368,1,1,0,0,158,Normal,TA,GasA,Detchd
597,598,,,194201,3922,7,2007,2006,72.0,1258,1402,0,3,1,120,16,Partial,Gd,GasA,Attchd
598,599,,,217500,12984,5,1977,1977,459.0,1430,1647,2,2,1,0,0,Normal,Gd,GasA,Attchd
599,600,,GdPrv,151000,1950,6,1980,1980,0.0,716,1556,2,2,1,161,0,Normal,TA,GasA,Attchd
600,601,,,275000,10927,8,2005,2005,280.0,1058,1904,2,2,1,179,60,Normal,Ex,GasA,BuiltIn
601,602,,,141000,9000,6,1950,1937,0.0,780,1375,1,1,1,0,162,Normal,Gd,GasA,Detchd
602,603,,,220000,10041,8,1992,1992,0.0,908,1915,2,2,1,120,150,Abnorml,Gd,GasA,Attchd
603,604,Pave,,151000,3182,7,2005,2004,0.0,600,1200,2,2,0,0,172,Normal,Gd,GasA,Detchd
604,605,,,221000,12803,7,2002,2002,99.0,1494,1494,2,2,1,192,36,Normal,Gd,GasA,Attchd
605,606,,,205000,13600,7,1990,1965,176.0,768,1986,2,2,3,0,42,Normal,TA,GasA,Attchd
606,607,,GdPrv,152000,12464,5,1996,1996,0.0,1040,1040,1,2,0,168,0,Normal,Gd,GasA,Detchd
607,608,,,225000,7800,5,2002,1948,0.0,896,2008,3,1,0,103,0,Normal,Ex,GasA,Attchd
608,609,,,359100,12168,8,1998,1934,0.0,965,3194,2,2,2,0,0,Alloca,TA,GasA,Basment
609,610,,,118500,7943,4,1961,1961,192.0,1029,1029,1,1,0,64,0,Normal,TA,GasA,Attchd
610,611,,,313000,11050,9,2000,2000,204.0,1440,2153,2,3,2,253,142,Normal,Ex,GasA,Attchd
611,612,,MnPrv,148000,10395,6,1978,1978,233.0,1032,1032,2,2,1,0,0,Normal,TA,GasA,Attchd
612,613,,,261500,11885,8,2001,2001,108.0,1299,1872,2,2,1,160,122,Normal,Ex,GasA,BuiltIn
613,614,,,147000,8402,5,2007,2007,0.0,1120,1120,1,0,0,0,30,Partial,TA,GasA,
614,615,,,75500,1491,4,1972,1972,0.0,630,630,1,0,0,96,24,Normal,TA,GasA,
615,616,,MnPrv,137500,8800,6,1963,1963,156.0,936,1054,1,2,0,120,0,Abnorml,Gd,GasA,Attchd
616,617,,,183200,7861,6,2003,2002,0.0,783,1509,2,2,1,100,75,Normal,Gd,GasA,Attchd
617,618,,,105500,7227,6,1954,1954,0.0,832,832,1,2,0,0,0,Normal,Gd,GasA,Detchd
618,619,,,314813,11694,9,2007,2007,452.0,1822,1828,2,3,1,0,108,Partial,Gd,GasA,Attchd
619,620,,,305000,12244,8,2003,2003,226.0,1482,2262,2,3,2,168,0,Normal,Gd,GasA,Attchd
620,621,Grvl,,67000,8248,3,1950,1914,0.0,864,864,1,0,0,0,0,Normal,TA,GasA,
621,622,,,240000,10800,6,1997,1974,0.0,1522,2614,2,2,1,38,243,Normal,TA,GasA,Attchd
622,623,,,135000,7064,5,1977,1977,153.0,980,980,1,2,0,192,0,Normal,TA,GasA,Detchd
623,624,,,168500,2117,6,2000,2000,513.0,756,1512,2,2,1,0,32,Normal,Gd,GasA,Detchd
624,625,,,165150,10400,6,1972,1972,288.0,732,1790,1,2,1,148,0,Normal,TA,GasA,Attchd
625,626,,,160000,10000,6,1962,1962,261.0,1116,1116,1,2,0,0,0,Normal,TA,GasA,Attchd
626,627,,GdWo,139900,12342,5,1978,1960,0.0,978,1422,1,1,1,0,0,Normal,TA,GasA,Attchd
627,628,,,153000,9600,6,1972,1955,164.0,1156,1520,1,1,2,0,0,Normal,TA,GasA,Basment
628,629,,,135000,11606,5,1969,1969,192.0,1040,2080,1,2,2,335,0,Family,Fa,GasA,Attchd
629,630,,GdPrv,168500,9020,6,1964,1964,259.0,1248,1350,1,2,0,176,0,Normal,TA,GasA,Attchd
630,631,Grvl,MnPrv,124000,9000,5,1991,1880,0.0,636,1750,1,1,0,0,0,Abnorml,Ex,GasA,Detchd
631,632,,,209500,4590,8,2006,2006,108.0,1554,1554,2,2,1,156,73,Normal,Gd,GasA,Attchd
632,633,,,82500,11900,7,1977,1977,209.0,1386,1411,2,2,1,192,0,Family,TA,GasA,Attchd
633,634,,,139400,9250,5,2005,1954,0.0,1056,1056,1,1,0,390,0,Normal,TA,GasA,Attchd
634,635,,GdPrv,144000,6979,6,1980,1980,0.0,1056,1056,0,2,0,264,56,Normal,TA,GasA,Detchd
635,636,Pave,,200000,10896,6,1995,1914,0.0,1440,3395,2,0,0,0,110,Abnorml,Fa,GasA,
636,637,,,60000,6120,2,1950,1936,0.0,264,800,1,0,1,0,0,Normal,Fa,Grav,
637,638,,,93000,6000,5,1954,1954,0.0,811,1387,2,1,0,0,0,Normal,Gd,GasA,BuiltIn
638,639,,MnPrv,85000,8777,5,1950,1910,0.0,796,796,1,0,0,328,0,Normal,TA,GasA,
639,640,,,264561,3982,8,2006,2006,0.0,1520,1567,2,3,1,312,0,Partial,Ex,GasA,Attchd
640,641,,,274000,12677,8,2004,2003,472.0,1518,1518,1,2,1,185,140,Normal,Ex,GasA,Attchd
641,642,,,226000,7050,7,2001,2001,0.0,1057,1929,2,2,1,0,235,Normal,Gd,GasA,Attchd
642,643,,MnPrv,345000,13860,8,1995,1972,0.0,1952,2704,2,2,3,269,111,Normal,Ex,GasA,Attchd
643,644,,GdWo,152000,10793,5,1969,1969,263.0,780,1620,2,2,0,208,0,Normal,TA,GasA,Attchd
644,645,,,370878,9187,9,2009,2009,162.0,1766,1766,2,3,1,195,130,Partial,Ex,GasA,Attchd
645,646,,,143250,10530,6,1971,1971,0.0,981,981,1,2,0,0,312,Normal,TA,GasA,Detchd
646,647,,,98300,7200,5,1950,1950,0.0,0,1048,1,2,0,0,27,Normal,TA,GasA,Detchd
647,648,,,155000,10452,6,1953,1953,216.0,1094,1094,1,2,2,0,0,Normal,TA,GasA,Attchd
648,649,,,155000,7700,6,1966,1966,351.0,756,1839,1,2,1,0,124,Normal,TA,GasA,Attchd
649,650,,MnPrv,84500,1936,4,1970,1970,0.0,630,630,1,0,0,0,0,Normal,TA,GasA,
650,651,,,205950,8125,7,2007,2007,,813,1665,2,2,0,0,0,Normal,Gd,GasA,Attchd
651,652,,MnPrv,108000,9084,4,1950,1940,0.0,755,1510,1,1,1,120,0,Normal,TA,GasA,Detchd
652,653,,,191000,8750,7,1996,1996,0.0,880,1716,2,2,1,0,120,Normal,Gd,GasA,Attchd
653,654,Grvl,MnPrv,135000,10320,6,1995,1906,0.0,756,1469,1,1,0,57,0,Normal,TA,GasA,Detchd
654,655,,,350000,10437,8,1995,1995,660.0,2109,2113,2,3,1,236,46,Normal,Gd,GasA,Attchd
655,656,,,88000,1680,6,1971,1971,381.0,525,1092,1,1,0,0,0,Family,TA,GasA,Detchd
656,657,,MnPrv,145500,10007,5,2006,1959,54.0,1053,1053,1,1,0,0,0,Normal,Gd,GasA,Attchd
657,658,,MnPrv,149000,7200,7,2000,1931,0.0,776,1502,1,1,1,0,0,Normal,TA,GasA,Attchd
658,659,,,97500,17503,6,1950,1948,0.0,912,1458,1,1,1,192,0,Abnorml,TA,GasA,Attchd
659,660,,MnPrv,167000,9937,5,1999,1964,0.0,1486,1486,1,2,0,0,0,Normal,TA,GasA,Detchd
660,661,,,197900,12384,7,1976,1976,233.0,793,1935,2,2,1,0,113,Normal,TA,GasA,Attchd
661,662,,,402000,46589,8,2005,1994,528.0,1629,2448,2,3,1,517,76,Normal,Gd,GasA,Attchd
662,663,,,110000,13560,6,1968,1968,216.0,1392,1392,1,2,2,0,0,Normal,TA,GasA,Attchd
663,664,,MnPrv,137500,10012,4,1972,1972,0.0,1138,1181,2,2,0,0,0,Normal,TA,GasA,Detchd
664,665,,,423000,20896,8,2006,2005,0.0,2077,2097,1,3,1,192,267,Partial,Ex,GasA,Attchd
665,666,,,230500,11194,8,2000,2000,40.0,1406,1936,2,2,1,188,124,Normal,Gd,GasA,Attchd
666,667,,,129000,18450,6,1979,1965,113.0,1021,2380,2,2,1,0,265,Abnorml,TA,GasA,CarPort
667,668,,,193500,8125,6,1998,1994,258.0,1408,1679,2,2,1,224,42,Normal,Gd,GasA,Attchd
668,669,,,168000,14175,5,1987,1956,0.0,1188,1437,1,2,1,304,0,Normal,TA,GasA,Detchd
669,670,,,137500,11600,4,1950,1922,0.0,700,1180,1,1,1,0,0,Normal,Fa,GasA,Detchd
670,671,,,173500,8633,6,2005,2005,0.0,738,1476,2,2,0,100,35,Normal,Gd,GasA,Attchd
671,672,,,103600,6629,6,1950,1925,0.0,672,1369,2,1,0,147,0,Normal,TA,GasA,Detchd
672,673,,,165000,11250,6,1977,1977,0.0,1208,1208,1,2,1,198,42,Normal,TA,GasA,Attchd
673,674,,,257500,14442,6,2004,1957,106.0,1477,1839,2,2,2,0,87,Normal,Gd,GasA,Attchd
674,675,,,140000,9200,6,1965,1965,0.0,1136,1136,1,1,1,426,0,Normal,TA,GasA,Attchd
675,676,,,148500,2289,6,1978,1978,0.0,855,1441,2,2,1,28,0,Normal,TA,GasA,Attchd
676,677,Grvl,,87000,9600,4,1950,1900,0.0,1095,1774,2,3,0,0,0,Normal,TA,GasW,2Types
677,678,,,109500,9022,5,2006,1924,0.0,768,792,1,1,0,316,0,Normal,Gd,GasA,Detchd
678,679,,,372500,11844,8,2008,2008,464.0,2046,2046,2,3,1,322,82,Partial,Gd,GasA,Attchd
679,680,,,128500,9945,5,1961,1961,57.0,988,988,1,2,0,0,0,Normal,TA,GasA,Detchd
680,681,,,143000,8012,6,1980,1980,0.0,923,923,2,1,1,80,0,Normal,TA,GasA,Attchd
681,682,Pave,,159434,4500,5,2000,1932,0.0,793,1520,1,1,0,0,0,Abnorml,TA,GasA,Detchd
682,683,,,173000,2887,6,1997,1996,0.0,1291,1291,1,2,1,307,0,Normal,Gd,GasA,Attchd
683,684,,,285000,11248,9,2002,2002,215.0,1626,1668,2,3,1,257,45,Normal,Gd,GasA,Attchd
684,685,,,221000,16770,7,1998,1998,30.0,1195,1839,2,2,0,0,81,Normal,TA,GasA,Attchd
685,686,,,207500,5062,7,1984,1984,0.0,1190,2090,2,2,1,219,0,Normal,Gd,GasA,Attchd
686,687,,,227875,10207,7,2007,2007,0.0,874,1761,3,2,0,144,105,Partial,Gd,GasA,Attchd
687,688,,,148800,5105,7,2004,2004,0.0,551,1102,2,2,0,0,60,Normal,Gd,GasA,Detchd
688,689,,,392000,8089,8,2007,2007,0.0,1419,1419,2,2,1,140,0,Partial,Gd,GasA,Attchd
689,690,,,194700,7577,6,2006,2005,256.0,1362,1362,2,2,1,192,28,Normal,Gd,GasA,Attchd
690,691,,,141000,4426,6,2004,2004,147.0,848,848,1,2,1,149,0,Normal,Gd,GasA,Attchd
691,692,,,755000,21535,10,1995,1994,1170.0,2444,4316,3,3,2,382,50,Normal,Ex,GasA,Attchd
692,693,,,335000,26178,7,1990,1989,293.0,1210,2519,2,2,2,320,27,Normal,Gd,GasA,Attchd
693,694,,,108480,5400,5,1968,1921,0.0,1073,1073,1,1,0,0,0,Abnorml,TA,GasA,Detchd
694,695,,MnPrv,141500,6120,5,1950,1936,0.0,927,1539,1,2,0,112,0,Normal,TA,GasA,Detchd
695,696,,,176000,13811,6,1987,1987,72.0,1112,1137,2,2,1,125,0,Normal,Gd,GasA,Attchd
696,697,,,89000,6000,5,1950,1921,0.0,616,616,1,1,0,0,0,Normal,TA,GasA,Detchd
697,698,,,123500,6420,5,1952,1952,0.0,980,1148,1,1,0,0,0,Normal,TA,GasA,Detchd
698,699,,MnPrv,138500,8450,5,2009,1965,0.0,894,894,1,1,1,416,144,Normal,TA,GasA,Detchd
699,700,Pave,,196000,4282,7,2004,2004,0.0,1391,1391,2,2,0,156,158,Normal,Gd,GasA,Attchd
700,701,,,312500,14331,8,2002,2002,630.0,1800,1800,2,3,1,270,78,Normal,Gd,GasA,Attchd
701,702,,,140000,9600,7,1969,1969,168.0,1164,1164,1,2,0,0,0,Normal,TA,GasA,Attchd
702,703,,,361919,12438,8,2006,2006,466.0,1234,2576,2,3,1,324,100,Partial,Ex,GasA,BuiltIn
703,704,,MnPrv,140000,7630,5,1996,1900,0.0,360,1812,2,2,1,344,0,Normal,Gd,GasA,Detchd
704,705,,,213000,8400,7,2005,2004,109.0,1473,1484,2,2,0,0,35,Normal,Gd,GasA,Attchd
705,706,,,55000,5600,4,1950,1930,0.0,0,1092,2,0,0,0,0,Normal,Fa,GasA,
706,707,,,302000,115149,7,2002,1971,351.0,1643,1824,2,2,2,380,48,Normal,Gd,GasA,Attchd
707,708,,,254000,6240,8,2006,2006,176.0,1324,1324,2,2,1,192,38,Normal,Gd,GasA,Attchd
708,709,,,179540,9018,7,2007,2007,0.0,728,1456,2,2,1,100,24,Partial,Gd,GasA,Attchd
709,710,,MnPrv,109900,7162,5,1966,1966,41.0,876,904,1,1,0,0,0,Abnorml,TA,GasA,Attchd
710,711,,,52000,4130,3,2003,1935,0.0,270,729,1,0,0,0,0,Normal,TA,GasA,
711,712,Pave,,102776,8712,4,1950,1900,0.0,859,1178,1,1,0,68,0,Abnorml,TA,GasA,Detchd
712,713,,,189000,4671,8,1989,1988,0.0,1228,1228,2,2,1,168,120,Normal,Gd,GasA,Attchd
713,714,,,129000,9873,4,1970,1970,160.0,960,960,1,2,0,0,288,Normal,TA,GasW,Detchd
714,715,,,130500,13517,6,2005,1976,289.0,725,1479,2,2,0,0,44,Normal,Gd,GasA,Attchd
715,716,,MnPrv,165000,10140,6,1974,1974,174.0,1064,1350,2,2,1,0,0,Normal,TA,GasA,Attchd
716,717,Grvl,,159500,10800,7,1998,1890,0.0,718,2554,1,2,0,0,48,Normal,TA,GasA,Detchd
717,718,,MnPrv,157000,10000,5,2000,1973,0.0,1176,1178,1,2,1,224,0,Normal,Gd,GasA,Attchd
718,719,,,341000,10542,7,1994,1993,651.0,1311,2418,2,3,1,250,154,Normal,Gd,GasA,Attchd
719,720,,,128500,9920,5,1969,1969,0.0,971,971,1,1,1,0,0,Normal,TA,GasA,Attchd
720,721,,,275000,6563,8,1985,1985,0.0,1742,1742,2,2,1,114,28,Normal,Gd,GasA,Attchd
721,722,,,143000,4426,6,2004,2004,169.0,848,848,1,2,0,160,0,Normal,Gd,GasA,Attchd
722,723,,,124500,8120,4,1970,1970,0.0,864,864,1,2,0,0,0,Normal,TA,GasA,Detchd
723,724,,,135000,8172,4,1972,1954,0.0,941,1470,2,1,0,0,0,Normal,TA,GasA,Detchd
724,725,,,320000,13286,9,2008,2007,340.0,1698,1698,2,3,1,327,64,Normal,Ex,GasA,Attchd
725,726,,,120500,6960,4,1970,1970,0.0,864,864,1,2,0,96,0,Normal,Gd,GasA,Detchd
