,news,target
575,"[deletions]

 People with advanced science degrees use state of the art equipment
and spend millions of dollars to simulate tornadoes. But tornadoes
do not require intelligence to exist.
 Not only that, the equipment needed is not really 'state of the art.'
To study the *products*, yes, but not to generate them.

 
 Oh, I will. :->

Sincerely,",0
576,"[deletia wrt pathetic Jee-zus posting by Bissel] 

NO. He hasn't extended to US the courtesy you've shown us, so he don't get no
pie. Tammy, I respect your beliefs because you don't try to stamp them into
my being. I have scorn for posters whose sole purpose appears to be to
evangelize.",0
577,"
  I answer from the position that we would indeed place these people
  in prison for life.

  That depends not only on their predisposition towards murder, but
  also in their success rate at escape and therefore their ability
  to commit the same crimes again.

  In other words, if lifetime imprisonment doesn't work, perhaps
  it's not because we're not executing these people, but because
  we're not being careful enough about how we lock them up.

/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\ 

Bob Beauchaine bobbe@vice.ICO.TEK.COM 

They said that Queens could stay, they blew the Bronx away,
and sank Manhattan out at sea.",0
578,"
	Ok, so how about the creation of oil producing bacteria?  I figure
that if you can make them to eat it up then you can make them to shit it.
Any comments?",1
579,"Original to: keithley@apple.com
G'day keithley@apple.com

21 Apr 93 22:25, keithley@apple.com wrote to All:

 kc> keithley@apple.com (Craig Keithley), via Kralizec 3:713/602


 kc> But back to the contest goals, there was a recent article in AW&ST
about a
 kc> low cost (it's all relative...) manned return to the moon.  A General
 kc> Dynamics scheme involving a Titan IV & Shuttle to lift a Centaur upper
 kc> stage, LEV, and crew capsule.  The mission consists of delivering two
 kc> unmanned payloads to the lunar surface, followed by a manned mission.
 kc> Total cost:  US was $10-$13 billion.  Joint ESA(?)/NASA project was
$6-$9
 kc> billion for the US share.

 kc> moon for a year.   Hmmm.  Not really practical.  Anyone got a
 kc> cheaper/better way of delivering 15-20 tonnes to the lunar surface
within
 kc> the decade?  Anyone have a more precise guess about how much a year's
 kc> supply of consumables and equipment would weigh?

Why not modify the GD plan into Zurbrin's Compact Moon Direct scheme? let
one of those early flight carry an O2 plant and make your own.

ta

Ralph",1
580,"#In <1qvabj$g1j@horus.ap.mchp.sni.de> frank@D012S658.uucp (Frank O'Dwyer) 
#
#>In article <C5qGM3.DL8@news.cso.uiuc.edu> cobb@alexia.lis.uiuc.edu (Mike 
#
#Am I making a wrong assumption for the basis of morals?  Where do they come 
#from?  The question came from the idea that I heard that morals come from
#whatever is societally mandated.

It's only one aspect of morality.  Societal morality is necessarily
very crude and broad-brush stuff which attempts to deal with what
is necessary to keep that society going  - and often it's a little
over-enthusiastic about doing so.  Individual morality is a different
thing, it often includes societal mores (or society is in trouble),
but is stronger.  For example, some people are vegetarian, though eating
meat may be perfectly legal.

#
#>#Merely a question for the basis of morality
#>#
#>#Moral/Ethical behavior = _Societally_ _acceptable_ _behavior_.
#>#
#>#1)Who is society
#
#>Depends on the society.
#
#Doesn't help.  Is the point irrelevant?

No.  Often the answer is ""we are"".  But if society is those who make
the rules, that's a different question.  If society is who should
make the rules, that's yet another.  I don't claim to have the answers, either,
but I don't think we do it very well in Ireland, and I like some things
about the US system, at least in principle.

#
#>#2)How do ""they"" define what is acceptable?
#
#>Depends.
#On....  Again, this comes from a certain question (see above).

Well, ideally they don't, but if they must they should do it by consensus, IMO.
#
#>#3)How do we keep from a ""whatever is legal is what is ""moral"" ""position?
#
#>By adopting a default position that people's moral decisions
#>are none of society's business,
#
#So how can we put people in jail? How can we condemn other societies?

Because sometimes that's necessary.  The hard trick is to recognise when
it is, and equally importantly, when it isn't.

# and only interfering when it's truly
#>necessary.
#
#Why would it be necessary?  What right do we have to interfere?

IMO, it isn't often that interference (i.e. jail, and force of various
kinds and degrees) is both necessary and effective.  Where you derive 
the right to interfere is a difficult question - it's a sort of
liar's paradox: ""force is necessary for freedom"".   One possible justification
is that people who wish to take away freedom shouldn't object if
their own freedom is taken away - the paradox doesn't arise if
we don't actively wish to take way anyone's freedom.
#
#  The introduction of permissible interference causes the problem
#>that it can be either too much or too little - but most people seem
#>to agree that some level of interference is necessary.
#
#They see the need for a ""justice"" system.  How can we even define that term?

Only by consensus, I guess.

#  Thus you
#>get a situation where ""The law often allows what honour forbids"", which I've
#>come to believe is as it should be.  
#
#I admit I don't understand that statement.

What I mean is that, while thus-and-such may be legal, thus-and-such may
also be seen as immoral.   The law lets you do it, but you don't let yourself
do it.  Eating meat, for example.",0
581,"You have missed something.  There is a big difference between being in
the SAME PLANE and in exactly the same state (positions and velocities
equal).  IN addition to this, there has always been redundancies proposed.

Bob
--",1
582," 
(deletion)
 
Straw man. And you brought up leniency.
 
 
 
Assuming that misjudgements are not correlated.
 
 
(Deletion)
 
Has been discussed here. Chapter and verse were cited, I assume that you
weren't looking then.
 
Let's be more exact, do you think it is not in the Quran?. And what would
your consequences be when it it was shown to be in it?
 
 
 
I have not claimed that. It is sufficient for the argument when there are
a lot of male dominated societies that qualify as Machistic. Are you going
to say that the situation of women is better in sufficeint areas of the
Orient?
 
 
(Deletion)
 
You apparently have trouble reading things you don't like. The point was
having sex the way one wishes being a strong desire. Marriage is a red
herring. Tell me about homosexuals, for one. You simply ignore everything
that doesn't fit into the world as you would like to have it.",0
583,"

That's the entire point!


Yes!

Natural morality is a morality that developed naturally.


Huh?",0
584,,0
585,"

 Could you explain what any of the above pertains to? Is this a position 
statement on something or typing practice? 
--


       ""Satan and the Angels do not have freewill.  
        They do what god tells them to do. """,0
586,"
.. and Chuck Yeager earlier flights with the X-1...
",1
587,"
[ a nearly perfect parody  -- needed more random CAPS]


Thanks for the chuckle.  (I loved the bit about relevance to people starving
in Somalia!)

To those who've taken this seriously, READ THE NAME! (aloud)
",1
588," 
(Deletion)
 
Read a history book, Fred. And tell me why so many religions command to
commit genocide when it has got nothing to do with religion. Or why so many
religions say that not living up to the standards of the religion is worse
than dieing? Coincidence, I assume. Or ist part of the absolute morality
you describe so often?",0
589,"

What do you mean? Are you saying they thought the effort was
profitable or that the money was efficiently spent (providing max
value per money spent)?

I think they would answer yes on ballance to both questions. Exceptions
would be places like the US from the French Indian War to the end of
the US Revolution. 

But even after the colonies revolted or where given independance the
British engaged in very lucrative trading with the former colonies.
Five years after the American Revolution England was still the largest
US trading partner.

  Allen
",1
590,"
 Ah, now here is the core question. Let me suggest a scenario.

 We will grant that a God exists, and uses revelation to communicate
with humans. (Said revelation taking the form (paraphrased from your
own words) 'This infinitely powerful deity grabs some poor schmuck,
makes him take dictation, and then hides away for a few hundred years'.)
 Now, there exists a human who has not personally experienced a
revelation. This person observes that not only do these revelations seem
to contain elements that contradict rather strongly aspects of the
observed world (which is all this person has ever seen), but there are
many mutually contradictory claims of revelation.

 Now, based on this, can this person be blamed for concluding, absent
a personal revelation of their own, that there is almost certainly
nothing to this 'revelation' thing?


 Absent this better language, and absent observations in support of the
claims of revelation, can one be blamed for doubting the whole thing?

 Here is what I am driving at: I have thought a long time about this. I
have come to the honest conclusion that if there is a deity, it is
nothing like the ones proposed by any religion that I am familiar with.
 Now, if there does happen to be, say, a Christian God, will I be held
accountable for such an honest mistake?

 Sincerely,

 Ray Ingles               ingles@engin.umich.edu",0
591,"
Will someone tell an ignorant physicist where the term ""Level 5"" comes
from? It sounds like the RISKS Digest  equivalent of Large, Extra
Large, Jumbo... Or maybe it's like ""Defcon 5...""

I gather it means that Shuttle software was developed with extreme
care to have reliablility and safety, and almost everything else in
the computing world is Level 1, or cheesy dime-store software.  Not
surprising.  But who is it that invents this standard, and how come
everyone but me seems to be familiar with it?",1
592,"
I was assuming that there won't be a moon base unless it makes a
profit, actually.  If it does, well, that gives a larger GNP which
leads to being able to spend more money on your military, including
gosh-wow space stuff.  (assuming it's profitable, rather than paying
for itself.)

You might be able to _run_ one for that; put it there, hardly.

Why do you think at least a couple centuries before there will
be significant commerical activity on the Moon?",1
593,"

I would rather be at a higher risk of being killed than actually killed by
                              ^^^^                      ^^^^^^^^
mistake.  Though I do agree with the concept that the type D and E murderers
are a massive waste of space and resources I don't agree with the concept:

	killing is wrong
	if you kill we will punish you
	our punishment will be to kill you.

Seems to be lacking in consistency.
",0
594,"





I agree fully with the above statement and is *precisely* what I meant
by my previous statements about Islam not being anarchist and the
law not being _enforcible_ despite the _law_ being applicable. 




I disagree with this conclusion about the _applicability_ of the 
Islamic law to all muslims, wherever they may be. The above conclusion 
does not strictly follow from the foregoing, but only the conclusion 
that the fatwa cannot be *enforced* according to Islamic law. However, 
I do agree that the punishment cannot be applied to Rushdie even *were*
it well founded.



Certainly putting a price on the head of Rushdie in Britain is a criminal 
act according to Islamic law. 



Yes.



",0
595,"C-3's bird may be flaking out and expecting to die soon.

or C-3  may orbit over  major users areas, and it may be
needed to provide  redundancy on that plane  while b-4  may orbit
over hicksville, and not have muc of a user community.",1
596,"

Are you volunteering? :)


Will NASA have ""available landing sites"" in the Russian Republic, now that they
are Our Friends and Comrades?

",1
597,"
There is an excellent software program called Astro.calc that does that and
much more.  The latest address I have is

	MMI Corporation
	PO Box 19907
	Baltimore, MD  21211
	Phone (301) 366-1222


-- 
-------------------------------------------------------------------------------
Van E. Neie                                      ven@maxwell.physics.purdue.edu
Purdue University                                neie@purccvm.bitnet",1
598,"1.  Did you read the FAQs?

2.  If NO, Read the FAQs.

3.  IF YES, you wouldn't have posted such drivel.  The ""Lord, Liar
    or Lunatic"" argument is a false trilemma.  Even if you disprove
    Liar and Lunatic (which you haven't), you have not eliminated
    the other possibilities, such as Mistaken, Misdirected, or
    Misunderstood.  You have arbitrarily set up three and only
    three possibilities without considering others.

4.  Read a good book on rhetoric and critical thinking.  If
    you think the ""Lord, Liar, or Lunatic"" discussion is an
    example of a good argument, you are in need of learning.

5.  Read the FAQs again, especially ""Constructing a Logical
    Argument.""

Ignore these instructions at your peril.  Disobeying them
leaves you open for righteous flaming.


-- 
Maddi Hausmann                       madhaus@netcom.com
Centigram Communications Corp        San Jose California  408/428-3553",0
599,,1
600,"

Oh?


What is wrong with *this* motto, now?  If you wouldn't approve of
even that one, I am beginning to think that you just have something
against mottos in general.  What do you think of ""E plurbis unum?""",0
601,"Hi,
    I was reading through ""The Spaceflight Handbook"" and somewhere in
there the author discusses solar sails and the forces acting on them
when and if they try to gain an initial acceleration by passing close to
the sun in a hyperbolic orbit. The magnitude of such accelerations he
estimated to be on the order of 700g. He also says that this is may not
be a big problem for manned craft because humans (and this was published
in 1986) have already withstood accelerations of 45g. All this is very
long-winded but here's my question finally - Are 45g accelerations in
fact humanly tolerable? - with the aid of any mechanical devices of
course. If these are possible, what is used to absorb the acceleration?
Can this be extended to larger accelerations?",1
602,"
Neil Gehrels is Prof. Tom Gehrels son.  Tom Gehrels was the discoverer
of P/Gehrels 3 (as well as about 4 other comets - the latest of which
does not bear his name, but rather the name ""Spacewatch"" since he was
observing with that system when he found the latest comet).  


---------------------------------------------
Jim Scotti 
{jscotti@lpl.arizona.edu}
Lunar & Planetary Laboratory
University of Arizona
Tucson, AZ 85721 USA",1
603,"




When I was at the Texas Star Party a few years ago, the sky was so dark
that Venus did, indeed, cause light pollution until it set.

Even if the billboard were dark it could cause a problem.  Imagine observing an
object and halfway through your run, your object was occulted!

I would guess that most of the people stating positive opinions are not 
fanatically serious observers.

It is so typical that the rights of the minority are extinguished by the
wants of the majority, no matter how ridiculous those wants might be.
 
George Krumins
-- 
",1
604,"

Apparently not.

In response to his claim that it ""terrifies"" gay people not to be able
to ""indoctrinate children to our lifestyle"" (or words to that effect),
I sent Roger a very calm, carefully-written, detailed letter
explaining simply why the BSA policy does, indeed terrify me.  I did
not use inflammatory language and left myself extremely open for an
answer.  Thus far, I have not received an answer.  I can conclude only
that Roger considers his position either indefensible or simply not
worth defending.


In fact, that's exactly the point: people can control their behavior.
Because of that fact, there is no need for a blanket ban on
homosexuals.


You tell me.
",0
605,"
The situation in this regard has changed considerably in recent years.
See the discussion of ""high-power rocketry"" in the rec.models.rockets
frequently-asked-questions list.

This is not hardware you can walk in off the street and buy; you need
proper certification.  That can be had, mostly through Tripoli (the high-
power analog of the NAR), although the NAR is cautiously moving to extend
the upper boundaries of what it considers proper too.

You need special FAA authorization, but provided you aren't doing it under
one of the LAX runway approaches or something stupid like that, it's not
especially hard to arrange.

As with model rocketry, this sort of hardware is reasonably safe if handled
properly.  Proper handling takes more care, and you need a lot more empty
air to fly in, but it's basically just model rocketry scaled up.  As with
model rocketry, the high-power people use factory-built engines, which
eliminates the major safety hazard of do-it-yourself rocketry.",1
606,"
It's not the fact that it can't exist that bothers me.   It's 
the fact that you don't seem to be able to define it.

If I wanted to hear about indefinable things that might in
principle exist as long as you don't think about them too
carefully, I could ask a religious person, now couldn't I?",0
607,"
Level 5 refers to the Carnegie-Mellon Software Engineering Institute's
Capability Maturity Model.  This model rates software development
org's from1-5.  with 1 being Chaotic and 5 being Optimizing.  DoD is
beginning to use this rating system as a discriminator in contracts.  I
have more data on thifrom 1 page to 1000.  I have a 20-30 page
presentation that summarizes it wethat I could FAX to you if you're
interested...
Bret Wingert
Wingert@VNET.IBM.COM",1
608,"A new alternative to Scouting for those ""unacceptable to BSA"" for reasons
of religious or sexual preference:


From: ""BOYD R. CRITZ, III"" <71611.365@CompuServe.COM>
Subject: EnviroLeague

""Birth Announcement"" on March 7, 1993, from EARTH Forum, CompuServe
                       Information Service
===================================================================
 
                     FORMAL ANNOUNCEMENT
                     -------------------
 
                                     (SM)
                        EnviroLeague
 
A new youth movement,""EnviroLeague,"" was recently born, according to its
founder, Boyd R. Critz, III (CIS ID# 71611,365), of Peoria, Illinois.
EnviroLeague exists for the education of youth, both male and female, in
matters concerning their values related to and responsibility for our
environment.
 
Incorporated as an Illinois not-for-profit corporation, its Articles and
initial applications for a service mark have now been filed.  According to
Critz, its draft Bylaws contain the following statement of Mission and
Objectives:
 
                           MISSION
 
   It is the Mission of EnviroLeague and its adult members
   to foster and implement the improved education of young
   people in the need to conduct their lives as Stewards
   of The Earth, to leave The Earth in a better condition
   than they found it, and to otherwise act as responsible,
   moral and ethical users of their environment.  To pursue
   the accomplishment of this Mission, EnviroLeague shall
   seek to serve as a catalyst, focusing in common cause the
   separate efforts of all groups desiring the preservation,
   improvement, and responsible use of the environment in
   which we must all live.
 
                         OBJECTIVES
 
   In pursuit of the Mission of EnviroLeague, its primary
   objectives shall be:
       (1)  To establish a Movement involving as many
            environmentally concerned organizations as
            possible, said Movement having as its primary
            focus the education and participatory
            involvement of young people in appropriate areas
            of environmental concern;
       (2)  To develop and provide to such organizations and
            their branches a full complement of program
            materials for their use, including suitable
            uniforms, insignia and other badges, written
            ideas, syllabi and information, literature and
            other items as shall seem appropriate and
            desirable;
       (3)  To serve as a ""clearing house"" for the exchange
            of program ideas, materials and information
            among said organizations;  and
       (4)  To assist environmentally concerned
            organizations to recruit and train the necessary
            adult leadership for their youth programs.
 
EnviroLeague will operate through three ""Program Divisions"" serving youth in
the elementary, middle and high school grades, respectively.  Service shall be
through formation of ""EnviroLeague Teams,"" either by EnviroLeague itself or by
environmentally conscious organizations (or their local branches) wishing a
charter to use programs developed by EnviroLeague.
 
EnviroLeague, as it develops, will be controlled by the actual adult leaders
of each local Team, and will have no nationally imposed obstacles to
membership or adult leadership status not based upon relevant improper
conduct. Organizations accepting a charter may, however, impose certain
additional standards for their own use of the program material.  Should such
organizations do so, EnviroLeague will commit itself to forming, as soon as
possible, new nearby Teams having no such restrictions, particularly as to
youth membership.
 
EnviroLeague will operate on the principle that youth will have much to
contribute to developing its programs.  Thus, the top youth leaders of its
Teams for middle and high school youth may become involved in governing any
local administrative groups, and those for its high school youth may be
involved in similar functions at the national level.
 
Program materials are in development at this time.  Copies of the ""draft""
portions of the Mentor's Manual (manual for adult leadership) will be in the
EARTH Forum, Library 17. These files will be updated as development takes
place.
 
CompuServe is particularly proud that EnviroLeague's founder chose this
electronic medium to make the first public announcement of its formation.
This announcement is being made simultaneously in both the OUTDOOR and EARTH
Forums.
 
The electronic home of EnviroLeague is in CompuServe's Earth Forum - GO
EARTH - message and library areas 17, both named ""EnviroLeague.""
============================================================================
 
Subsequently, EnviroLeague's Initial Governance Council has held its first
meeting.  Boyd Critz was elected as the first EnviroLeague Chief Guardian
(equivalent to Chairman of the Board or CEO).  He can be reached at home
(309) 675-4483 in case of real need.  Also, mail can be addressed to:
       EnviroLeague
       P.O. Box 418
       Peoria, IL  61651-0418
 
Those interested in starting an EnviroLeague Team might just establish
contact, to receive a diskette (IBM DOS, ASCII) with initial information.
-- ",0
609,"
Wasn't there a ""plain"" flavor too?  They looked more like some
kind of extruded industrial product than food -- perfectly
smooth cylinders with perfectly smooth ends.  Kinda scary.


An other post described it as like a ""microwaved Tootsie Roll"" --
which captures the texture pretty well.  As for taste, they were
like candy, only not very sweet -- does that make sense? I recall
liking them for their texture, not taste. I guess I have well
developed texture buds.


It was obligatory to eat a few while watching ""Captain Scarlet"".
Does anybody else remember _that_, as long as we're off the
topic of space?

Shag

-- ",1
610,"

It only falls apart if you attempt to apply it.  This doesn't mean that
an objective system can't exist.  It just means that one cannot be
implemented.",0
611,"From the ""JPL Universe""
April 23, 1993

Cosmologist Stephen Hawking tours Lab",1
612,,1
613,"a

What about positional uncertainties in S-L 1993e?   I assume we know where
and what Galileo is doing within a few meters.   But without the
HGA,  don't we have to have some pretty good ideas, of where to look
before imaging?  If the HGA was working,  they could slew around
in near real time (Less speed of light delay).  But when they were
imaging toutatis????  didn't someone have to get lucky on a guess to
find the first images?   

Also, I imagine S-L 1993e will be mostly a visual image.  so how will
that affect the other imaging missions.  with the LGA,  there is a real
tight allocation of bandwidth.   It may be premature to hope for answers,
but I thought i'd throw it on the floor.",1
614,"I posted this over in sci.astro, but it didn't make it here.
Thought you all would like my wonderful pithy commentary :-)

What? You guys have never seen the Goodyear blimp polluting
the daytime and nightime skies?

Actually an oribital sign would only be visible near
sunset and sunrise, I believe.  So pollution at night
would be minimal.

If it pays for space travel, go for it.  Those who don't
like spatial billboards can then head for the pristine
environment of Jupiter's moons :-)
",1
615,"The Apollo astronauts also trained at (in) Meteor Crater in the Flagstaff
area (Arizona).  There is now a museum with a space shop.
Caution: they ease you by 6$. Compared to a KSC visit it's not worth.",1
616,"

Would the sub-orbital version be suitable as-is (or ""as-will-be"") for use
as a reuseable sounding rocket?



Thank Ghod! I had thought that Spacelifter would definitely be the
bastard Son of NLS.


(And just as a reminder:)",1
617,"

This is becoming a tiresome statement.  Coming from you it is 
a definition, not an assertion:

   Islam is good.  Belief in Islam is good.  Therefore, being a 
   believer in Islam can produce only good...because Islam is
   good. Blah blah blah.

That's about as circular as it gets, and equally meaningless.  To
say that something produces only good because it is only good that 
it produces is nothing more than an unapplied definition.  And
all you're application is saying that it's true if you really 
believe it's true.  That's silly.

Conversely, you say off-handedly that _anything_ can happen under
atheism.  Again, just an offshoot of believe-it-and-it-becomes-true-
don't-believe-it-and-it-doesn't.  

Like other religions I'm aquainted with, Islam teaches exclusion and
caste, and suggests harsh penalties for _behaviors_ that have no
logical call for punishment (certain limits on speech and sex, for
example).  To me this is not good.  I see much pain and suffering
without any justification, except for the _waving of the hand_ of
some inaccessible god.

By the by, you toss around the word knowledgable a bit carelessly.
For what is a _knowledgeable believer_ except a contradiction of
terms.  I infer that you mean believer in terms of having faith.
And If you need knowledge to believe then faith has nothing
to do with it, does it?",0
618,"

If not for the lack of extraneously capitalized words, I'd swear that
McElwaine had changed his name and moved to Cal Poly.  I also find the
choice of newsgroups 'interesting'.  Perhaps someone should tell this
guy that 'sci.astro' doesn't stand for 'astrology'?

It's truly frightening that posts like this are originating at what
are ostensibly centers of higher learning in this country.  Small
wonder that the rest of the world thinks we're all nuts and that we
have the problems that we do.

[In case you haven't gotten it yet, David, I don't think this was
quite appropriate for a posting to 'sci' groups.]

-- 
""Insisting on perfect safety is for people who don't have the balls to live
 in the real world.""   -- Mary Shafer, NASA Ames Dryden",1
619,"+
+I love the idea of an inflatable 1-mile long sign.... It will be a
+really neat thing to see it explode when a bolt  (or even better, a
+Westford Needle!) comes crashing into it at 10 clicks a sec.  
+
Pageos and two Echo balloons were inflated with a substance
which expanded in vacuum. Once inflated the substance was no longer
needed since there is nothing to cause the balloon to collapse.
This inflatable structure could suffer multiple holes with no 
disastrous deflation.
",1
620,"

Yes I fully agree with that, but is it ""I don't believe gods exist"", or
""I believe no gods exist""? As MANDTBACKA@FINABO.ABO.FI (Mats Andtbacka)
pointed out, it all hinges on what you take the word ""believe"" to mean.

Unfortunately this is bound up in the definitions of strong and weak
atheism, at least according to the FAQ:

# Atheism is characterized by an absence of belief in the existence of God.
# Some atheists go further, and believe that God does not exist.  The former is
# often referred to as the ""weak atheist"" position, and the latter as ""strong
# atheism"".
# 
# It is important to note the difference between these two positions.  ""Weak
# atheism"" is simple scepticism; disbelief in the existence of God.  ""Strong
# atheism"" is a positive belief that God does not exist.  Please do not
# fall into the trap of assuming that all atheists are ""strong atheists"".

(From mathew's ""An Introduction to Atheism"" version 1.2 last modified 5-Apr-93)

Should the FAQ be clarified to try to pin down this notion of ""belief""?
Can it?
",0
621," Umm, perhaps you could explain what 'rights' we are talking about
here ..",1
622,"
Ok, this is the only thing I will comment on from Stan at this time...
part of this forum we call rec.scouting is for policy discussions and
related topics.  This is a policy discussion, and involves related 
topics.  this is not a ""fringe"" group discussion.  obviously, it 
engenders strong feelings from all sides of the issues at hand. 
Wether a particular view is anti-societal or not is your opinion, 
and yours alone, don't try to make it seem otherwise. 
If you do not wish to engage in this discussion, use a kill file. 
If you wish to continue in this discussion, please do so, knowing 
full well the implications that apply.
I know for myself that I plan on continuing with the discussion when 
i have the wish to have input.  I for one am tired of people trying to 
say that this is not a matter significant for this group!  It is, and 
quite so. Especially for those of us who feel the impact more closely.
",0
623,"



Which sort of loans and what have you heard exactly?
",0
624,"====
If that were true, I'd go for it.. I have a few friends who we could pool our
resources and do it.. Maybe make it a prize kind of liek the ""Solar Car Race""
in Australia..
Anybody game for a contest!",1
625,"
I don't think you're going to be able to see the differences from a sphere
unless they are greatly exaggerated.  Even the equatorial bulge is only
about 1 part in 300 -- you'd never notice a 1mm error in a 30cm globe --
and the other deviations from spherical shape are much smaller.",1
626,"==========================
                               OZONE GIF IMAGES
                                April 15, 1993
                         ==========================

     Two GIF images of the ozone maps over the northern and southern
hemispheres are now available at the JPL Info public access site.  These maps
were produced by the Microwave Limb Sounder aboard the Upper Atmosphere
Research Satellite (UARS), and are courtesy of the Public Information Office
at JPL.  Note that the images are in GIF89a format, so make sure your display
software supports this format (as opposed to the older GIF87a format).  The
caption files accompanying the images are appended at the end of this message,
as well as being embedded in the images.  The images are available by dialup
modem at +1 (818) 354-1333, up to 9600 bps, parameters N-8-1, or by using
anonymous ftp to:

        ftp:      pubinfo.jpl.nasa.gov (128.149.6.2)
        user:     anonymous
        cd:       news (will be moved to the images directory in 30 days)
        files:    ozone93a.gif - Northern hemisphere
                  ozone93b.gif - Southern hemisphere

     Also, photographic prints of these images can be ordered from Newell Color
Lab listed below.  Refer to the P number associated with the images when
ordering.

     Newell Color Lab
     221 N. Westmoreland Avenue
     Los Angeles CA 90064
     Telephone: (213) 380-2980
     FAX: (213) 739-6984

--------------------------------------------------------------------------
ozone93a.gif

PUBLIC INFORMATION OFFICE
JET PROPULSION LABORATORY
CALIFORNIA INSTITUTE OF TECHNOLOGY
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION
PASADENA, CALIF. 91109.  TELEPHONE (818) 354-5011

PHOTO                                                     P-42210
                                                   April 14, 1993

This graphic depicts chlorine monoxide and ozone over Earth's
northern hemisphere in February 1992 and 1993.  These maps were
produced by the Microwave Limb Sounder aboard the Upper
Atmosphere Research Satellite.  The chlorine monoxide (ClO) maps
(left) are for a layer about 20 kilometers (66,000 feet) above
the Earth's surface on February 17, 1992 (above) and 1993
(below).  The ozone maps show the total amount above an altitude
of about 12 kilometers (41,000 feet) averaged over the period
from February 15 to March 6 for the two years.  The Microwave
Limb Sounder, developed and operated by a team at NASA's Jet
Propulsion Laboratory, is one of several instruments on the
Goddard Space Flight Center's Upper Atmosphere Research
Satellite, launched in September 1991.

--------------------------------------------------------------------------
ozone93b.gif

PUBLIC INFORMATION OFFICE
JET PROPULSION LABORATORY
CALIFORNIA INSTITUTE OF TECHNOLOGY
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION
PASADENA, CALIF. 91109.  TELEPHONE (818) 354-5011

PHOTO CAPTION                                             P-42211
                                                   April 14, 1993",1
627,"To All -- I thought the net would find this amusing..
  
From the March 1993 ""Aero Vision"" (The newsletter for the Employees
of McDonnell Douglas Aerospace at Huntington Beach, California).
  
  SPACE CLIPPERS LAUNCHED SUCCESSFULLY
  
  ""On Monday, March 15 at noon, Quest Aerospace Education, Inc.
  launched two DC-Y Space Clippers in the mall near the cafeteria.
  The first rocket was launched by Dr. Bill Gaubatz, director and
  SSTO program manager, and the second by Air Force Captain Ed
  Spalding, who with Staff Sgt. Don Gisburne represents Air Force
  Space Command, which was requested by SDIO to assess the DC-X for
  potential military operational use.  Both rocket launches were
  successful.  The first floated to the ground between the cafeteria
  and Building 11, and the second landed on the roof of the
  cafeteria.
  
  Quest's Space Clipper is the first flying model rocket of the
  McDonnell Douglas DC-X.  The 1/122nd semi-scale model of the
  McDonnell Douglas Delta Clipper has an estimated maximum altitude
  of 300 feet.  The Space Clippers can be used in educational
  settings to teach mathematics and science, as well as social
  studies and other applications.  The Space Clipper is available
  either in the $35 Space Clipper outfit, which includes everything
  needed for three launches, or as individual rockets for $12 each.
  Both are available through hobby shops or by calling 1-800-858-
  7302.""
  
By the way -- this is not an endorsement to buy the product nor is
it an advertisement to buy the product.  I make no claims about the
product.  This is posted for public information only (hey, I found
it amusing...), and is merely a repeat of what was included in the
MDSSC Huntington Beach Newsletter.
  
-----------------------------------------------------------------
 Wales Larrison                         Space Technology Investor
  ",1
628,"
Sorry, not so -- the changes in sunrise and sunset times are not
quite synchronized.  For example, neither the earliest sunrise nor the
latest sunset comes on the longest day of the year.",1
